,price,packaging,product,aroma,review_text
1962,1,0,1,0,"sariayu white aromatic pembersih all-in-one ini yang saya pilih karena; pertama, saya nih udah ngefans banget sama produk-produk sariayu dari mulai rangkaian perawatan dan make up; kedua, karena harganya murah meriah banget patut dicoba. hasil sih bagus ya, meskipun memang kadar alkoholnya kayaknya lumayan tinggi, tapi abis pake ini kulit berasa segar. biar gak berasa kering ya aku biasanya tumpuk lg pake toner dan night cream"
824,1,1,1,0,"cinta banget sama lipstik yg satu ini. saking cinta nya sll aju bawa di beautycase. teksturenya cocok banget di bibir aq, cair tp gag bikin ky berminyak gt. creamy n gag kering di bibir aq. sangat efektif banget krn gag harus make lipbalm dulu. jadi cocok utk di bawa2. kemasannya bagus dan harganya masih terjangkau laah"
364,-1,0,1,0,produk benar-benar praktis karena ada mosituriser dan spf protection. kulit tidak kering karena menggadung pelembab. untuk efek mencerahkan saya rasa tidak terlalu signifikan efeknya. harga? mahal pastinya. tapi pasti akan membeli kembali.
1791,1,0,1,1,"salah satu produk yang murah tapi hebat yang legendaris. salah satu toner yang dikategorikan oleh dermatologis ku aman. meskipun nggak terlalu ada perubahan signifikan jangka panjang (misal mencerahkan atau mengatasi jerawat), ia bekerja dengan baik seperti toner, kulit selalu segar dan adem setelah pakai ini, dan pori-pori mengecil meskipun sementara. baunya juga segar dan harganya murah banget."
3446,0,0,1,0,"aku suka missha fte ini karena kulit jadi cerah, kenyal dan lembab. biasanya cuma pake 2 tetes aja di telapak tangan dan langsung oles ke muka. Harus menunggu beberapa menit sih biar nyerap sempurna, soalnya agak lengket pas abis dipake. obat kalo dosisnya lebih dari 2 tetes itu jadi jerawatan di aku."
209,1,0,1,0,"Layar favorit, water basednya bikin ga lengket, cepat menyerap, bisa dipake seluruh badan * tapi sayang * dan irit! serius. beli sebotol bs dipake 5bulanan klo dipake wajah aja. harganya murah !! ini udh mau botol ketiga."
2816,-1,0,1,0,"aku sangat bersyukur udah nemuin skin care yang pas untuk kulit ku dan rata-rata dari brand laneige, salah satu nya itu white plus renew original essence ini..bikin wajah ku halus, lembut, dan lebih cerahan dari awal pemakaian sampao sekarang ga bikin breakout ..minus nya harga lumayan mahal dan di kota ku blom ada konter nya, tapi tetap bakalan repuchase terus .."
677,0,0,-1,-1,"sunblock wardah ini bertekstur gel putih, lengket dan berminyak.menyebabkan kulit saya yang kombinasi ini semakin berminyak, kusam dan berkomedo. sunblock siang ini gel aloe vera yang cukup menyengat.di hari sunblock ini tidak dapat melindungi kulit saya yang sangat sensitif, masih menyebabkan perih dan memerah, make up cepat meleleh. untuk produk ini saya tidak akan membelinya kembali."
1768,1,0,1,1,"penyegar ini enak dipake, kalo dipake adem2 seger semriwing gitu. cocok di aku, ngga bikin keluar atau nambah jerawat. ngga bikin kulit kering atau berasa ketarik juga, bisa bersihin sisa makeup dgn tuntas. wanginya pun enak. murah banget dan gampang di dpt"
739,1,0,0,0,bb cream buatan lokal yang pertama aku coba. (+) harganya lebih murah dibanding bb cream buatan korea (+) teskturnya ringan untuk pemakaian sehari-hari (+) mudah didapat (-) tidak mengcover noda-noda di wajah (-) wajahku terlihat lebih berminyak dengan produk ini (-) tidak ada spfnya (-) daya tahan sampai 2 jam saja
1233,0,0,1,0,"toner terbaik yang pernah ada..udah pake beberapa macam perawatan kulit tapi pori tetep aja gede, setelah coba ini di hari ketiga voila. !! ppori-poriku mengecil, ga bikin breakout dan ga bikin kulit kering walaupun ga pake hydrating toner setelahnya..i love it"
2011,1,0,1,1,"beli toner ini karena satu-satunya toner viva yang ga ada alkoholnya. harga murah banget cuma 5ribu tapi nyari yang greentea ini susyaah banget. toner ini cocok banget di gue, malah bisa mengurangi jerawat gue yang lagi banyak2nya saat ituini toner viva favorit gue karena tidak ada alkohol makanya gue suka banget. wanginya cukup enak, harganya murah meriah euy dan nyarinya susah banget yang greentea ini suka abis terus dimana-mana. ga bikin breakout dan toner ini bisa ngurangin jerawat gue"
800,1,0,0,0,ini review aku tentang bbc ini: + harga murah + mudah didapat + shade warna no. 2 masuk ke kulitku + ga bikin breakout + ringan - liputan kurang - baru dipakai sebentar udah kayak kilang minyak - cepet luntur
3765,0,0,-1,0,"tidak..itu tidak bekerja untuk saya atau ibu saya..saya punya sedikit flek kecil dan ibu saya punya yang cukup besar ... sudah habis satu tidak berkurang atau memudar sama sekali dibagian fleknya .. aku pakai lebih untuk mencerahkan dan memudarkan flek kecil di pipi, tapi ternyata ga terasa ada perubahan sama sekali .. tapi bila dipakai sebagai moisturizer cukup enak, karena tidak lengket juga tidak menimbulkan jerawat di kulit sensitif aku."
4423,1,0,0,0,"peeling cream pertama yang ku coba setelah dapet merekomendasikan dari temen. ternyata bener bisa banget ngangkat kulit mati, kotoran2 di permukaan kulit! setelah pemakaian, kulit wajah terasa lembut, bersih, tekstur lebih halus. lebih senengnya lagi karna harganya super terjangkau dan gampang ditemuin dimana-mana. alternatif banget kalo ga peeling di dokter atau klinik kecantikan hehe. tapi sekarang lagi ga pake dulu karna lagi jerawatan dan bruntusan, kata dokter pun kulitku jadi tipis jadi untuk sementara stop peeling dulu. mungkin nanti kalo jerawat udah sembuh, kulit udah kembali sehat dan ""tebel"" an, bakal pake lagi;)"
4758,0,0,0,1,sejauh aku pake body scrub citra ini sih enak enak aja yaa .. baunya juga wangi n awettt ... ga bikin kulitku kering n daki jadi kerasa keangkat semuaaaa .. :) sensasi setelahnya tuh licinnnn bgt tapiinya mayan bikin risihh
2591,1,0,1,1,selalu pake air mawar ini untuk campuran masker dari dulu sampe sekarang .. wanginya lembut banget bikin kulit terasa seger .. ini air mawar andalan banget dari jaman nyokap gw dulu .. harganya murah dan mudah dicari dimana2
4493,0,0,0,0,"scrubnya halus dan enak dipakai, tidak menimbulkan rasa perih karena tergores. agak cepat kering ya, jadi kesannya kita awalnya enak agak cair beberapa detik kemudian kayak kita & quot; mbolot & quot ;, tapi hasil akhirnya memuaskan, kulit halus, kulit mati terangkat dan berasa bersih dan tentunya cerah booookkk."
4170,0,0,1,0,"suka suka bgt pake scrub ini, aku pake hampir tiap hari, hasil.y kulit jd lembut, noda wajah lama hilang, n jd jarang jerawatan, efek.y itu lembut tp bersih, puas bgt pake scrub ini dan aman2 aj tuh dpake setiap hari ... \ u00a0"
3103,0,0,1,0,"awal2 pke fte ini jerawatan parah, sekitar 1 bulan ak ngalamin purging .. sampe temen2 ngusulin d stop aja sking kasiannya liat muka aku .. tapi ak ttp sabar soalnya baca2 review yg buat fte kebanyakan hrus ngalamin purging dlu baru kliatan hasilnya .. dan smpe skrg udh skitar 4 bulan ak pake kondisi muka aku jauhhhh lebih oke .. jerawat udh kabur, tinggal bekas2 nya aja .. kulit juga berasa kenyal, dan lebih cerah .. pkoknya bagi aku wajib deh membeli kembali fte."
4806,1,-1,0,1,juara banget untuk mengangkat kotoran (daki) dan kulit mati .. wanginya juga enak .. harganya terjangkau jadi ga eman buat pakai banyak-banyak .. sayang kemasannya kurang menarik dan di aku efek memutihkannya tidak terasa.
1334,0,0,1,0,"toner favorit saya dari kiehl's !! sukaa banget sama wangi calendulanya, dan emang pas dipake muka jadi berasa soothing adem tenang gitu haha ??cocok banget buat kulit yang sensitif dan agak berminyak, kayak kulit aku. ah aku juga pake calendula facial wash jadi emang toner ini jadi pelengkap banget sih hehehe"
486,-1,0,0,0,"harga mahal udah naik sekarang hiks .. terakhir beli bulan lalu di toko sebelah udah 42 ribu. suka karena bikin lembab dan cepet meresap di kulit, selebihnya kayaknya biasa aja seperti varian vaseline yg lain. event mencerahkan mungkin 30% aja kali ya, soalnya aku ga ngerasa kulit jadi cerah sih, biasa aja gitu. membeli kembali? mungkin mau cari lotion yg bener-bener cerah soalnya biar ga kalah sama muka hahaha"
3645,0,0,-1,0,"Aku juga kurang cocok pakai fte ini :( padahal dengan banyaknya review positifnya, jadi banyak berharap sama produk ini. tapi sayang bikin aku jerawat jerawat didalem yg sakit banget itu malah akhirnya aku berhenti aja pemakaiannya setelah seminggu."
903,1,-1,0,0,"gw suka banget lipstik ini! selain harganya yang 'ramah kantong', warna-warnanya juga cantiiikk banget ... dengan harga yang lumayan murah, kualitasnya cukup baik. walaupun ada beberapa warna khususnya warna yang muda, teksturnya sedikit kurang ok. tidak ngeblend di bibir dengan baik, apalagi jika bibirnya kering. tapi untuk warna-warna yang cerah dan berani, teksturnya luar biasa! yang nggak gw suka adalah tutupnya yang gampang lepas kalau kita sering buka-tutup produk ini .."
1562,0,0,1,0,"Saya tidak percaya kulit saya yang berminyak dan berjerawat sangat menyukai barang ini. walaupun sekarang udah jarang pakai sih karena lagi nge-cut skincare rezim tapi entah udah berapa botol aku habisin. Ini adalah losion kulit yang sangat ringan (atau toner nama lebih pada umumnya), dapat menyerap, lengket. kalau ada yang tanya apa bedanya sama yang versi jepang, hm mungkin bentuk kemasannya kali ya yang sedikit beda karena bahannya sama semua (sila cek cosdna atau review review sejenis). jadi bagi kami orang Indonesia, itu pasti mencuri karena kalo beli di ebay bisa sampai 17 usd."
2836,0,0,1,0,"saya sangat suka serum ini, kadang saya pakai malam saja. besok pagi muka jadi kenyal-kenyal dan lembab sekali. engga lengket sama sekali dikulit. punya yang 15ml itupun awet banget menurut saya kalau kita pemakaian hanya malam hari. untuk harga like ini wajar saja dengan hasil yang oke di wajah saya. jelas saya akan membelinya lagi ketika serum ini habis hehehe"
1814,1,1,1,0,"produk lokal juga tapi aku cocok enak di wajah, adem seger dan ga terlalu nyengat alkoholnya harga sesuai kemasan juga oke lah, ga kegedean juga bisa dipake dlm waktu lama pembelian kembali ya karna cocok sama wajah aman"
2667,0,0,1,0,"aku agak telat kenal produk skii, pertama kali coba fte nya. penasaran dengan esensi ini karena yang ada didalam pikiran apalah kehebatannya. itu hanya air, kan? tapi ini memang air yang ajaib, jerawat menjadi tenang, wajah lebih kenyal. kalo repurchase upgrade ke size yang lebih besar. untuk aplikasi, pertama kali pakai kapas. kalau sekarang sih pakai tangan aja, karena emang sayang sih jadi terserap ke kapas essense nya."
286,1,0,0,0,"Saya telah menggunakan tabir surya ini sejak lama. untuk kulit yang berminyak, baik oleskan tabir surya ini tipis-tipis aja. karena kalau kebanyakan pakai bisa-bisa daerah t-zone kayak kilang minyak setelah beberapa jam ..: harga yang murah dan diproduksi oleh merek kecantikan yang sudah terkenal kehalalannya jadi alasan saya memakai produk ini."
4747,0,0,1,1,scrub ini rekomen banget buat yang kulitnya super kering. seudah mandi gak ngeringin kulit sama sekali. malah jadi lembab banget dan super wangi. bikin kulit halus juga. lumayan angkat kulit mati walau gak sebagus si oolive scrub.
2223,0,1,-1,0,"kemasannya plastik dengan lubang kecil. mudah dibawa kemana-mana karena tidak begitu besar dan cukup rapat. teksturnya agak kental untuk ukuran toner dan membutuhkan waktu untuk meresap. aplikasi pagar baik langsung dengan tangan (tanpa kapas). efeknya kulit terasa lembab namun tidak begitu menyegarkan. bisa dimaklumi karena tekstur nya (mirip hada labo toner). Selain itu, tidak terasa ada manfaat dari kandungan siput dan egf nya (menurutku)."
988,0,1,0,0,"(+) gak bikin bibir kering, asal rajin scrub bibir (+) harganya murah (-) kalau makan berat warnanya hilang"
1855,1,0,1,0,"kalo buat saya, air mawar ini bisa jd ganti nya purerose hydrosol, kalo lg kepepet..hihi .. sejatinya suka aku pakai untuk campuran masker, bedak dingin..nyess gitu ke muka, adem bgt.brand viva mah emang oke punya, murah dan berkualitas."
2923,1,1,0,0,"ini serum pertama yang saya coba. belinya super iseng karena mudah didapatkan di mana saja dan harganya murah. menurut saya cukup melembabkan, kemasan bagus, higienis, enak dibawa travel. konsistensi terlalu tebal, lama meresapnya, dan belum ada perubahan untuk garis halus. masih cari serum lain yang lebih baik :)"
3232,0,0,1,0,"Holy Holy Grail Skincare 2 thn ini ... sukaaaa bgt krn kondisi kulit aku jadi membaik .. dr yg berjerawat dan bekas2nya tp kulitnya kusam dan kusem .. jadi lembab kenyel2 dan jerawat mereda .. palingan satu dua pas datang periode. ada 1 komentar mua yg udah lama ga ktemu ... kulit nya sekarang bagus ,,, pakai apa? luv it luv it ... tp mehongnyaa jd merambah ke produk2 sk-ii lainnya dengan nyicil satu-satu ...."
3541,-1,0,1,0,produk ini walaupun mahal tapi bekerja dengan baik. tektur jellynya gampang menyrap dan gak lengket sama sekali. digunakan sebagai pre-essence untuk membantu penyerapan perawatan kulit yang lain. garis halus berkurang pakai ini dan kulit lebih kencang.
178,1,0,1,0,"kulit gue yang kombinasi pun kalo pake ini kok gak bikin berminyak di t-zone gue sih, overall bagus dan emang walaupun gue kepanasan gak bakalan muka gue belang ... udah beli kembali produk ini berkali-kali dan emang bagus banget sih ... reccomend banget buat sunscreen yang murah tapi gak bikin muka jadi belang ....."
3534,0,0,1,0,"suka dengan efeknya saat digunakan, membuat kulit terasa licin dan halus, serta lebih matte. mungkin karena ada kandungan silikonnya. kalau pakai produk ini, wajah akan terlihat lebih glowing dan segar dipagi hari."
725,-1,0,-1,0,"tidak. hanya tidak. * le sigh * beli ini karena mau ngabisin point aja plus penasaran ... tapi ternyata setelah dicoba, nggak banget..aku udah pake shade yang paling terang, tapi jatohnya di aku tetep jadi orange gt ... * aneh * .. coverage nya juga sheer bgt, and oily, bahkan di mukaku yang kering pun kesan oily nya keliatan jadi malah bikin mukaku jadi keliatan sangat kusam..dan jorok kesannya kerna orens dan berminyak .. :( (harga pun mahal huhu. sorry tbs, but this waktu ... tidak ..."
2162,1,0,1,1,"praktis, sekali usap beres, mengangkat riasan bersih banget, tidak terasa berminyak sama sekali, wanginya segar, gampang didapat dan murah, tidak membuat kulit jerawatan atau bruntusan di jidat. pokonya bakal beli lagi deh"
1302,1,0,1,0,"murah tapi tidak murahan. produk viva yang satu ini adalah sahabat setia :) ok untuk kulit rawan jerawat, membantu mengangkat kotoran dengan baik, dan tidak menimbulkan masalah baru di kulit sensitif saya. tidak akan pernah berganti ke varian lain sejak pertama kali mencoba produk ini hingga sekarang"
3577,0,0,1,0,"udah ngincer dari lama karena baca review yg menggiurkan. sebelumnya aku sempat pakai anr. buat kesan pertama, produk ini lebih melembabkan layanan anr. bangun pagi kulit lebih lembab, bener2 terasa bedanya dibandingkan cuma pakai serum saja. semoga efek jangka panjangnya juga baik. packagingnya bagus sayang aku lebih suka tipe pump drod dropper krn pump lebih menghindari kontak langsung dg udara. cukup pake 2 tetes aja ke wajah dan leher dan tepuk2 tanggapan meresap :)"
4763,0,0,1,1,"Dari segala scrub tradisional paling suka aromanya herborist yang kiwi ini, sbnrnya gatau dibagian mana aroma kiwinya, tapi aromanya enak banget, soft dan nyegerin. malah menurutku susu aromanya terlalu kuat. buat efek mutihinnya kyknya ga keliatan sih padahal gue tiap 3hari sekali luluran, tapi buat bersihin dan angkat kulit mati lumayan oke. scrubnya lumayan berasa ga alus banget dan ga kasar banget. suka banget mandi pake herborist yang kiwi ini berasa relax dan seger banget. yang aroma kiwi agak susah didapetinnya di jakarta :("
3588,0,0,1,0,"serum ini lumayan ampuh buat memudarkan bekas jerawat di wajah. tapi kalo untuk ngecilin pori-pori aku ga ngerasain efeknya. serum ini agak ribet karena harus disimpan kulkas, selain itu pas awal2 diaplikasiin wajah agak lengket."
1891,0,0,1,1,aku suka wanginya toner ini .. aku pakai bergantian sama toner yang lain .. aku ga ada masalah pakai toner yang berbeda bergantian .. rasanya sama sih seperti toner yang lain .. hanya menyegarkan .. tapi kalo di-skip juga sepertinya ada yang kurang dari rangkaian perawatan kulit kiehls ini ..
158,-1,0,1,0,"produk favorit banget !!! enak dipake plus ga perlu repot nambahin bedak kalo mau keluar rumah karena warnanya udah matte sama kulit dan berasa pake foundie. ringan, ga lengket dan nyaman dipake soalnya ga bkin kulit berminyak jadi tambah super oily. membeli kembali? Pastinya ya. tapi harganya lumayan mahal huhu"
1544,0,0,1,0,"udah ngabisin 3 botol! dan masih ingin membeli kembali. soalnya emang bener2 ngebersihin make up, malah yg waterproof. juga menghidrasi, krn tidak ada perasaan ketat pada kulit atau tambalan kering atau pun perih-perih setelah pemakaian"
4980,1,0,0,0,"body scrub ini murah, gampang dapetnya dan isinya buanyak. habisnya lama ku pake. Selain itu juga ampuh buat ngangkat sel kulit mati di kulit, scrubnya juga ga trlalu kasar dan sakit menurutku. efek membabkan juga dapet, kadang smp agak susah dibilas."
1001,1,1,1,0,"lipstik cair dengan harga yg terjangkau ini kualitasnya oke banget. packagingnya termasuk cantik, tapi lihat detail colourpop di tube cepet hilang. dan ada beberapa item yg bocor. solow sendiri di saya warnanya jadi warm pink yg lembut. sangat cocok dipakai sehari-hari. tidak terlalu pucat, namun tidak juga neon. mudah di aplikasikan, berpigmen, tahan lama, teksturnya halus dan ga bikin bibir terlalu kering. baik diaplikasikan full swipe maupun dioles tipis dengan jari, hasilnya bagus."
3639,0,0,-1,0,"nyobain trial size selama sebulan, waktu 2 minggu awal suka banget pake ini. ngerasa muka jadi sehat dan kuat (ya rasanya begitu?: p). tapi begitu udah jalan minggu ke 3 dan ke 4 mulai muncul merah-merah di muka dan bruntusan. kalo baca di forum kan karena proses purging yang biasanya terjadi 28 hari. jadi aku masih terusin sampe jalan minggu ke 5 nggak ada perubahan, akhirnya aku stop."
3359,0,0,1,0,"ini merupakan serum di custom sesuai kebutuhan kulit kita, jadi sebelum beli kita bisa kita buat beberapa pertanyaan tentang jenis kulit kita setelah itu baru keluar hasilnya kulit kita cocok pake serum yang mana, dan mereka pilihkan 3 serum di combing jadi 1 bottle. jujur ??aku baru pake 1 bulan belakangan ini dan tau ini dari sodaraku dan kulitnya emank super kinclong banget n flawless banget. untuk aku sendiri aku merasa pore ku mengecil dan kulitku jadi lebih halus dan gak se oily dlu kalo mau jujur ??lines di wajah ku berkurang jauh.ini memang magic banget serum ini """
2387,0,0,-1,0,"produk ini jadi begitu sih ya, gak tau apakah masuk ke dalam kategori toner atau tidak. karena pakai ini lengket like hydrating toner, jadi agak kurang suka. pemakainnya juga irit karena pakainya cukup dikit saja bisa untuk seluruh wajah. overall kalau untuk membeli kembali saya rasa tidak."
1558,-1,-1,1,1,"siapa yang tidak suka ini? Saya menggunakan ini sebagai toner malam saya sejak saat itu. & nbsp; toner ini berwarnya coklat seperti teh hitam dengan wangi gingseng yang menenangkan (mungkin saya yang seleranya nenek nenek kali ya). setelah merasa setelah menggunakan ini, awal awal cekit cekit tapi lama jadi nyaman dan keliatan banget 'daki' di wajah, leher, belakang telinga keangkat semua! Sehabis menggunakan ini sih saya jarang menggunakan hydrating toner, cuma spritz use facial spray aja itupun kalau ingat. untuk kulit berminyak sih rasanya tidak terlalu keras ya. efek glowingnya sih awal awal keliatan banget, lama gak glowing glowing amat sih. Toner ini paling terlihat efeknya untuk komedo, setelah menggunakan ini secara rutin komedo di dagu dan hidung benar-benar menghilang. itulah mengapa saya terus membeli ulang toner ini! & nbsp; consnya: di indonesia belum masuk, jadi dijual dengan harga yang lumayan tinggi. dan botolnya kalau jatuh ..... selamat tinggal."
3927,0,-1,-1,0,lengket dan bikin jerawatan. mulai dari yang jerawat kecil sampe jerawat gede yang susah hilang dan begitu hilang karena bekas jerawat. efek cerah? nggak. baik untuk produk tidak ada. akhirnya malah digunain di tangan dan kaki buat kulit yang kering dan pecah-pecah. apakah pecah-pecah kulit di tangan dan kaki itu jadi hilang dan kulit lebih lembab? nggak juga tuh. hrrr. cuma bagus packagingnya doang ini sih.
