,price,packaging,product,aroma,review_text
2528,0,0,-1,1,"Toner ini wangi! Saya sangat membeli toner ini karena saya suka baunya. bibi dan adikku juga memakainya dan itu sangat pas. Sayangnya produk ini sepertinya memiliki kandungan alkohol yang tinggi sehingga membuat kulit saya lebih kering. beberapa kali menggunakannya, itu muncul di kulit saya, jadi saya tidak terus menggunakannya lagi."
3538,0,0,1,0,"Serum ini lebih dikenal dengan CCDSS yang merupakan singkatan dari long bangets. Saya sangat suka menggunakan serum ini tapi biasanya tidak menggunakannya di seluruh alias seluruh wajah, hanya di bagian tertentu saja yang nampak muncul flek hitam atau di area yang sudah berjerawat untuk menyamarkan warnanya agar tidak menjadi titik gelap. Teksturnya cair tapi agak kental, mudah diaplikasikan dan meresap ke dalam kulit. Biasanya wajah terlihat sedikit lebih cerah setelah lama pemakaian, namun untuk flek hitam atau menghilangkan bekas jerawat yang sudah menghitam butuh waktu agak lama, namun untuk bekas jerawat yang baru muncul saat dipakai langsung secara rutin bisa menyamarkan dan hilang. tanpa jejak. jadi sebaiknya gunakan serum ini segera setelah jerawat mengempis agar tidak menimbulkan bekas luka yang mengganggu nantinya."
1158,-1,0,1,0,"harga mulai dari USD 27 sebenarnya karena ada beberapa ukuran. produk perawatan kulit terbaik yang pernah saya coba. Kondisi kulit saya telah meningkat pesat sejak memasukkan lotion p50 ini ke dalam ritual perawatan kulit harian saya. kulit saya jauh lebih cerah, bercahaya, dan rasanya semua kulit mati saya terangkat dengan baik setiap kali saya menggunakan produk ini. mengandung asam laktat dan gliserin. awalnya agak kaget dengan baunya dan saat pertama menggunakannya, terasa perih. tapi hanya 1-2 hari, setelah itu normal. Kadang sakitnya masih ada tergantung kondisi kulit, tapi sakitnya menyenangkan :) Saya pakai ini hanya malam hari, setelah double cleanse sebagai toner pertama. setelah ini kalau mau pakai serum tanpa 2nd toner (hydrating) oke lah. sudah membeli botol ke-2. dan saya merasa seperti saya tidak akan pernah bisa menghilangkan lotion p50 ini di lini perawatan kulit saya."
3025,0,0,1,0,"sekitar 6 bulan yang lalu saya mulai menggunakan fte ini karena saya membaca reviewnya, yang sangat bagus, pertama kali saya menggunakan produk ini, untungnya saya tidak mengalami purging, dan setelah beberapa bulan menggunakan Fte kulit wajah saya terasa sangat berbeda , \ u00a0 kulit wajah saya yang cenderung \ u00a0 u00a0, kusam dan rawan jerawat terasa lebih lembab tapi tidak berminyak, tampak bercahaya meski tidak tidur, dan tentunya tidak perlu berkali-kali touch up karena efeknya mencerahkan dan membuat kulit kusam. , karena botolnya terbuat dari kaca, jadi agak berat jika harus dibawa bepergian."
3424,0,0,1,0,"pada saat itu caper ukuran mini berasal dari astalift. untuk mencegah penuaan dini, jadi saya pakai saja di sekitar leher. melembabkan banget kuli dan teksturnya kayak jelly haha. setelah dioleskan, tidak butuh waktu lama untuk kembali mendatar. Teksturnya ringan dan tidak terasa lengket di kulit."
2600,1,0,-1,-1,"Harganya sangat terjangkau dan bisa membersihkan riasan atau kotoran di wajah saya dengan cukup baik. Cuma sayang, aromanya sangat menyengat dan ada sensasi perih di wajah setelah dibersihkan pake produk ini :( terus juga bisa membakar mata kalau disiram tidak sengaja :("
2834,0,0,1,0,"produk ini merupakan salah satu produk yang dapat membuat saya jatuh cinta pada pemakaian pertama kali. karena tergolong serum, maka saya pakai setelah fte sk ii. walaupun mengandung alkohol, tapi menurut saya tidak membuat kulit kering sama sekali. menggunakan ini membuat kulit terasa lembab, kenyal, cerah dan paling saya senang karena tidak bikin purging. Ia juga memiliki kandungan oksigen yang berfungsi untuk mengaktifkan energi dan vitalitas sel."
344,0,0,1,0,"pada awalnya memakainya agak aneh karena terlalu melembabkan di kulit saya yang berminyak. tapi lama-lama saya suka saja karena kalau di timpa base / bedak mattifying akan jatuh oke. tidak membuat breakout juga. secara keseluruhan, tabir surya yang layak dan saya mungkin akan membeli kembali ini."
4552,-1,0,0,0,"awalnya ragu menggunakan scrub karena takut membuat wajah menjadi kering. Saya mencobanya di counter clinique, ternyata tekstur scrubnya tidak terlalu kasar sehingga aman digunakan setiap hari. lembut di wajah, berhasil mengangkat kulit mati. tapi harganya lumayan mahal untuk lulur juga."
4397,0,0,1,1,"beli sekitar sebulan yang lalu jujur ??pertama kali saya beli dan hanya dipakai sekitar empat kali, biasanya pagi hari sebelum mandi, pas keramas, keramas, setelah mandi kulitnya terasa kenyal banget dan halus dan halus !! sangat lezat!! Saya sudah mencoba sejauh ini, saya tidak mencoba untuk mencairkannya dan itu benar-benar tidak sopan, tetapi saya tetap menyukainya! baunya juga enak. Sejujurnya, menurut Anda, apakah produk ini benar-benar cocok untuk dibeli kembali? ya tapi mungkin suatu saat ya karena produknya masih banyak :))"
1962,1,0,1,0,"sariayu white aromatic all-in-one cleanser yang saya pilih karena; Pertama, saya sangat antusias dengan produk sariayu, mulai dari rangkaian perawatan dan make up; kedua, karena harganya murah banget jadi patut dicoba. Hasilnya bagus, meski kadar alkoholnya nampaknya cukup tinggi, kulit terasa segar setelah dipakai. Supaya tidak terasa kering, saya biasanya menggunakan toner dan night cream"
824,1,1,1,0,"sangat suka lipstik ini, saya sangat suka sehingga saya membawanya ke Beautycase. Teksturnya pas banget di bibir, tapi nggak membuatku berminyak. creamy n gag kering di bibirku. sangat efektif karena Anda tidak harus menggunakan lipbalm terlebih dahulu. jadi cocok untuk dibawa. kemasannya bagus dan harganya masih terjangkau"
364,-1,0,1,0,produk ini sangat praktis karena memiliki perlindungan mosituriser dan spf. kulit tidak kering karena mengandung pelembab. untuk efek pencerahannya menurut saya efeknya tidak terlalu signifikan. harga? mahal pastinya. tapi pasti akan membeli kembali.
1791,1,0,1,1,"salah satu produk legendaris murah tapi hebat. salah satu toner yang dikategorikan oleh dokter kulit saya aman. Meskipun perubahan jangka panjang tidak terlalu signifikan (misalnya mencerahkan atau mengatasi jerawat), ini berfungsi dengan baik sebagai toner, kulit selalu segar dan sejuk setelah digunakan, dan pori-pori mengecil meskipun sementara. baunya juga segar dan harganya murah banget."
3446,0,0,1,0,"Saya suka Missha Fte karena kulitnya cerah, kenyal dan lembab. Biasanya hanya menggunakan 2 tetes di telapak tangan dan dioleskan langsung di wajah. harus menunggu beberapa menit agar terserap dengan sempurna, soalnya agak lengket saat digunakan. sayangnya jika dosisnya lebih dari 2 tetes itu menjadi jerawatan pada saya."
209,1,0,1,0,"Layar favorit, water based membuatnya kurang lengket, cepat menyerap, bisa digunakan di seluruh tubuh * tapi sayangnya * dan irit! serius. beli sebotol bisa dipakai 5 bulan sekali kalau cuma pakai muka. harganya murah!! Saya ingin botol ketiga."
2816,-1,0,1,0,"Saya sangat bersyukur telah menemukan skin care yang tepat untuk kulit saya dan rata-rata brand laneige, salah satunya adalah white plus renewed original essence ... membuat wajah saya halus, lembut, dan cerah dari dulu sampai sekarang tidak. tidak membuat terobosan. .. minus harga lumayan mahal dan dikota saya tidak ada counternya, tapi akan terus repuchase .."
677,0,0,-1,-1,"Tabir surya Wardah ini bertekstur gel berwarna putih, lengket dan berminyak. Kombinasi ini membuat kulit saya lebih berminyak, kusam dan komedo. Tabir surya ini berbau gel lidah buaya yang cukup menyengat. Pada siang hari sunblock ini tidak bisa melindungi kulit saya yang sangat sensitif, masih menyebabkan perih dan kemerahan, make up cepat luntur. untuk produk ini saya tidak akan membelinya kembali."
1768,1,0,1,1,"Pengharum ini enak dipakai, kalau pakai segar, segar. cocok untuk saya, tidak membuat jerawat atau menambah jerawat. tidak membuat kulit kering atau terasa menarik, bisa membersihkan sisa riasan secara menyeluruh. baunya juga enak. sangat murah dan mudah didapat"
739,1,0,0,0,krim bb buatan lokal yang merupakan percobaan pertama saya. (+) harganya lebih murah dibandingkan dengan bb cream buatan korea (+) teksturnya ringan untuk pemakaian sehari-hari (+) mudah didapat (-) tidak menutupi noda di wajah saya (-) tampang wajah saya lebih berminyak dengan produk ini (-) tidak ada spfnya (-) bertahan sampai 2 jam saja
1233,0,0,1,0,"toner terbaik yang pernah ada .. Saya sudah menggunakan beberapa macam perawatan kulit tapi pori-pori masih besar, setelah mencobanya di hari ketiga voila. !! Pori-pori saya mengecil, tidak membuat breakout dan tidak mengeringkan kulit saya meskipun saya tidak menggunakan toner pelembab setelahnya ... I love it"
2011,1,0,1,1,"belilah toner ini karena hanya viva toner yang tidak mengandung alkohol. harga murah banget cuma 5 ribu tapi cari yang greentea satu ini susah banget. Toner ini cocok banget buat saya, ternyata bisa mengurangi jerawat saya yang waktu itu banyak banget, ini toner viva favorit saya karena tidak mengandung alkohol jadi saya sangat menyukainya. Aromanya lumayan enak, harganya murah dan terlihat keras banget, Greentea ini selalu suka kemana-mana. tidak membuat breakout dan toner ini dapat mengurangi jerawat saya"
800,1,0,0,0,"ini ulasan saya tentang bbc ini: + harga murah + mudah didapat + warna naungan no. 2 masuk ke kulit saya + tidak membuat breakout + ringan - cakupan kurang - cukup digunakan sebentar, wajah saya seperti kilang minyak - cepat luntur"
3765,0,0,-1,0,"tidak..itu tidak bekerja untuk saya atau ibu saya..saya memiliki bintik-bintik kecil kecil dan ibu saya memiliki bintik yang cukup besar ... satu botol belum berkurang atau pudar sama sekali di bintik-bintik .. saya menggunakan lebih banyak untuk mencerahkan dan memudarkan bintik-bintik kecil di pipi, tapi ternyata tidak ada perubahan sama sekali .. tapi saat digunakan sebagai pelembab cukup enak, karena tidak lengket juga tidak membuat jerawat muncul di kulit sensitifku."
4423,1,0,0,0,"Krim peeling pertama saya coba setelah mendapat rekomendasi dari seorang teman. ternyata benar benar bisa menghilangkan sel kulit mati, kotoran di permukaan kulit! Setelah digunakan, kulit wajah terasa lembut, bersih, dan teksturnya lebih halus. makin senang karena harganya super terjangkau dan mudah ditemukan dimana-mana. Alternatif banget kalo gak kupas di dokter atau klinik kecantikan hehe. tapi sekarang saya tidak pakai dulu karena jerawatan dan lecet, kata dokter kulit saya lebih tipis jadi untuk sementara berhenti mengelupas. mungkin nanti saat jerawat sudah sembuh, kulit akan kembali sehat dan ""tebal"", akan pakai lagi;)"
4758,0,0,0,1,"Selama saya menggunakan body scrub, gambar ini enak banget ... baunya enak juga ... baunya tidak enak juga ... tidak membuat kulit saya kering dan terasa terangkat di semua tempat .. . :) sensasi setelah itu halus banget tapi mungkin tidak nyaman"
2591,1,0,1,1,"selalu gunakan air mawar untuk campuran masker dari dulu sampai sekarang .. wanginya lembut banget, bikin kulit terasa segar .. inilah air mawar andalan jaman ibuku .. harganya murah dan mudah ditemukan dimana-mana"
4493,0,0,0,0,"lulurnya halus dan nyaman digunakan, tidak menimbulkan rasa nyeri akibat goresan. tapi agak cepat mengering, jadi kesan awalnya kita merasa enak, agak berair beberapa detik kemudian, seperti kita ""mbolot"", tapi hasil akhirnya memuaskan, kulit mulus, kulit mati terangkat dan terasa bersih dan Tentu saja booookkk cerah."
4170,0,0,1,0,"Saya suka betapa saya suka menggunakan scrub ini, saya menggunakannya hampir setiap hari, hasilnya. kulitku jadi lembut, fleknya butuh waktu lama untuk hilang, dan jarang jadi jerawatan, efeknya lembut tapi bersih, puas banget pakai scrub ini dan aman dipakai setiap hari ... \ u00a0"
3103,0,0,1,0,"Awalnya saya berjerawat parah, kurang lebih 1 bulan saya purging ... sampai di anjurkan teman saya, saya berhenti sking aja, saya lihat muka saya ... tapi saya tetap sabar karena saya baca review yang dulu kebanyakan saya alami membersihkan sebelum melihat hasilnya ... dan smpe Sudah sekitar 4 bulan sejak saya menggunakan wajah saya. Saya jauh lebih baik. Jerawat sudah kabur, hanya bekas luka yang tersisa .. kulit terasa kenyal, dan lebih cerah .. bagi saya, saya harus membeli kembali Fte."
4806,1,-1,0,1,jago banget untuk menghilangkan kotoran (bakiak) dan kulit mati .. aromanya juga enak .. harganya terjangkau jadi tidak aman dipakai banyak .. sayangnya kemasannya kurang menarik dan di saya efek pemutihnya tidak terasa .
1334,0,0,1,0,"toner favorit saya dari kiehl's !! Saya sangat suka dengan wangi calendulanya, dan pas saya pakai muka terasa sejuk menyejukkan, kalem, haha ??cocok banget dengan kulit sensitif dan agak berminyak, seperti milik saya. Kebetulan saya juga menggunakan facial wash calendula jadi toner ini benar-benar pelengkap, hehehe"
486,-1,0,0,0,"harganya mahal, sudah naik sekarang sob .. bulan lalu beli di toko sebelah udah 42rb. Saya suka karena bikin lembab dan cepat meresap ke kulit, selebihnya nampak normal seperti varian vaseline lainnya. acara yang mencerahkan, mungkin 30%, masalahnya, saya tidak merasa kulit saya semakin cerah, normal saja. membeli kembali? mungkin pengen cari lotion yang bener-bener mencerahkan masalah biar nggak kalah mukanya hahaha"
3645,0,0,-1,0,"Saya juga kurang cocok menggunakan FTE ini :( walaupun dengan begitu banyak review positif, saya memiliki banyak harapan untuk produk ini. Tapi sayangnya malah membuat saya berjerawat di bagian dalam yang sangat sakit. Saya akhirnya berhenti menggunakannya setelah minggu."
903,1,-1,0,0,"Saya sangat suka lipstik ini! Selain harganya yang 'ramah kantong', warnanya juga cantik banget ... dengan harga yang lumayan murah kualitasnya cukup bagus. meski ada beberapa warna, terutama warna terang, teksturnya agak kurang oke. tidak menempel dengan baik di bibir, terutama jika bibir kering. tapi untuk warna cerah dan berani, teksturnya luar biasa! Yang tidak saya suka adalah tutupnya, yang mudah lepas jika kita sering membuka dan menutup produk ini .."
1562,0,0,1,0,"Saya tidak percaya kulit saya yang berminyak dan berjerawat sangat menyukai barang ini. Meskipun saya jarang menggunakannya sekarang karena saya memotong rezim perawatan kulit tetapi saya tidak tahu berapa banyak botol yang telah saya habiskan. Ini adalah losion kulit yang sangat ringan (atau lebih sering disebut toner), langsung menyerap, tidak lengket. kalau ada yang bertanya apa bedanya dengan versi jepangnya, hm mungkin bentuk kemasannya sedikit berbeda karena bahannya semua sama (silahkan cek cosdna atau review review serupa). jadi bagi kami orang Indonesia, itu pasti mencuri karena jika Anda membeli di ebay harganya bisa mencapai 17 usd."
2836,0,0,1,0,"Saya sangat suka serum ini, terkadang saya hanya menggunakannya di malam hari. besok pagi wajah akan kenyal dan sangat lembab. tidak lengket sama sekali di kulit. punya yang 15ml yang menurut saya awet kalau dipakai hanya di malam hari. untuk harga sepertinya wajar saja dengan hasil yang oke di wajah saya. jelas saya akan beli lagi kalau serum ini habis hehehe"
1814,1,1,1,0,"produk lokal juga tapi pas pas di wajah, adem segar dan tidak terlalu menyengat alkohol, harga sesuai kemasan oke juga, tidak terlalu besar untuk dipakai lama, beli kembali ya karena sesuai dengan wajah aman"
2667,0,0,1,0,"Saya agak terlambat mengenal produk Skii, pertama kali saya mencoba FTE. penasaran dengan esensi ini karena yang ada di pikiran Anda adalah kebesarannya. itu hanya air, kan? tapi ini memang air keajaiban, jerawat menjadi tenang, wajah lebih elastis. jika membeli kembali, upgrade ke ukuran yang lebih besar. untuk aplikasi, gunakan kapas pertama. Jika Anda hanya menggunakan tangan Anda sekarang, karena sayang itu terserap ke dalam kapas esensi."
286,1,0,0,0,"Saya telah menggunakan tabir surya ini sejak lama. Untuk kulit berminyak, ada baiknya jika Anda mengaplikasikan tabir surya ini secara tipis-tipis. soalnya kalau terlalu banyak pake, daerah t-zone mungkin bak kilang minyak setelah beberapa jam ..: d Harganya murah dan diproduksi oleh brand kecantikan yang terkenal kehalalannya, begitu alasannya mengapa saya menggunakan produk ini."
4747,0,0,1,1,Lulur ini benar-benar rekomendasi bagi mereka yang memiliki kulit sangat kering. setelah mandi tidak & apos; Saya tidak ingin kulit sama sekali. malah benar-benar lembab dan sangat harum. membuat kulit halus juga. lumayan bagus menghilangkan kulit mati meski tidak sebagus scrub oolive.
2223,0,1,-1,0,kemasannya plastik dengan lubang kecil. mudah dibawa kemana-mana karena tidak terlalu besar dan cukup rapat. teksturnya agak tebal untuk ukuran toner dan perlu waktu untuk disetel. aplikasi terbaik langsung dengan tangan (tanpa kapas). efeknya adalah kulit terasa lembab tapi tidak begitu menyegarkan. Ini bisa dimaklumi karena teksturnya (mirip dengan toner labo). selain itu anda tidak merasakan manfaat apapun dari konten siput dan egf tersebut (menurut saya).
988,0,1,0,0,"(+) tidak membuat bibir kering, asalkan rajin menggosok bibir (+) harganya murah (-) kalau makan berat warnanya akan hilang"
1855,1,0,1,0,"kalo buat saya air mawar ini juga bisa menggantikan hydrosol purerose, kalo terlalu kencang..hihi .. sebenarnya saya suka pake untuk campuran masker, bedak dingin..nyess like that to the face, cool so cool brand viva mah oke, murah dan berkualitas."
2923,1,1,0,0,"ini serum pertama yang saya coba. beli super menyenangkan karena mudah didapatkan kemana-mana dan harga murah. Menurut saya cukup melembabkan, kemasan bagus, higienis, mudah dibawa bepergian. sayangnya konsistensinya terlalu kental, butuh waktu lama untuk menyerap, dan belum ada perubahan apapun pada garis halusnya. masih mencari serum lain yang lebih baik :)"
3232,0,0,1,0,"Holy grail perawatan kulit selama 2 tahun ... Saya sangat menyukainya karena kondisi kulit saya yang semakin membaik .. dr. dengan jerawat dan bekas luka, tapi kulit kusam dan kusam .. jadi lembab dan jerawat mereda .. setidaknya satu atau dua saat haid tiba. ada 1 komentar yang sudah lama tidak ditemukan mua ... kulitnya bagus sekarang ... apa yang harus digunakan? luv it luv it ... tapi sepertinya merambah produk SK-II lainnya dengan mencicil satu per satu ..."
3541,-1,0,1,0,Produk ini meskipun mahal tetapi bekerja dengan baik. tekstur agar-agar mudah dihilangkan dan tidak lengket sama sekali. digunakan sebagai pre-essence untuk membantu penyerapan perawatan kulit lainnya. Garis halus kurang bisa dipakai dan kulit lebih kencang.
178,1,0,1,0,"Biarpun kulitku kombinasi kalo pake ini kok gak bikin berminyak di T-zone ku, overall bagus dan biarpun aku panas tidak akan membuat wajahku bergaris ... sudah berkali-kali membeli kembali produk ini dan sangat bagus ... merekomendasikan banget untuk tabir surya yang murah tapi tidak membuat wajah anda loreng ....."
3534,0,0,1,0,"Seperti efeknya saat digunakan, membuat kulit terasa halus dan halus, serta lebih matte. mungkin karena kandungan siliconnya jika menggunakan produk ini maka wajah anda akan terlihat lebih glowing dan fresh di pagi hari."
725,-1,0,-1,0,"tidak. hanya tidak. * le menghela napas * membeli ini karena saya ingin menyelesaikan poin plus saya penasaran ... tetapi setelah saya mencobanya, saya tidak terlalu ... saya menggunakan warna paling terang, tetapi saya masih menemukannya oranye gt ... * Aneh * .. cakupannya juga sangat tipis, dan berminyak, bahkan di wajah saya yang kering kesan berminyak terlihat seperti membuat wajah saya terlihat sangat kusam ... dan kotor, kesan oranye dan berminyak .. :( ( harga mahal huhu. maaf tbs, tapi kali ini ... tidak ..."
2162,1,0,1,1,"praktis, setelah dilap bersih, menghilangkan riasan sangat bersih, tidak terasa berminyak sama sekali, berbau segar, mudah didapat dan murah, tidak membuat kulit berjerawat atau berjerawat di dahi. bahan pokok akan dibeli lagi"
1302,1,0,1,0,"murah tapi tidak murahan. produk viva ini teman setia :) ok untuk kulit berjerawat, membantu menghilangkan kotoran dengan baik, dan tidak menimbulkan masalah baru pada kulit sensitif saya. tidak akan pernah berubah ke varian lain sejak pertama kali mencoba produk ini hingga sekarang"
3577,0,0,1,0,"Saya sudah lama pindah karena saya membaca review yang menggoda. sebelum saya menggunakan dan membuat kesan pertama, produk ini lebih melembabkan daripada anr. bangun pagi kulit lebih lembab, terasa beda banget dari hanya pake serum saja. semoga efek jangka panjangnya bagus juga. kemasannya bagus sayangnya saya lebih suka yang tipe drod dropper pump karena pompanya menghindari kontak langsung dengan udara. cukup gunakan 2 tetes ke wajah dan leher dan tepuk-tepuk hingga meresap :)"
4763,0,0,1,1,"Dari semua lulur tradisional yang saya suka dengan aroma herboris kiwi ini, saya benar-benar tidak tahu baunya dari mana, tapi baunya sangat enak, lembut dan segar. malahan menurut saya, bau susunya terlalu menyengat. untuk efek mutihinnya sepertinya tidak terlihat walaupun saya scrub setiap 3 hari sekali, tapi untuk membersihkan dan menghilangkan sel kulit mati lumayan bagus. Lulur tidak terasa terlalu halus dan tidak terlalu keras. Saya sangat suka mandi dengan menggunakan ramuan kiwi ini terasa santai dan sangat segar. sayangnya aroma kiwi agak susah ditemukan di Jakarta :("
3588,0,0,1,0,"Serum ini cukup efektif untuk memudarkan bekas jerawat di wajah. tapi ketika sampai mengecilkan pori-pori saya, saya tidak merasakan efeknya. Serum ini agak ribet karena harus disimpan di lemari es, selain itu saat pertama kali mengaplikasikannya wajah agak lengket."
1891,0,0,1,1,Saya suka bau toner ini ... saya pakai bergantian dengan toner lain ... saya tidak ada masalah menggunakan toner berbeda bergantian ... rasanya sama dengan toner lainnya ... hanya menyegarkan ... tapi jika dilewati sepertinya ada yang kurang dari rangkaian perawatan kulit kiehls ini ...
158,-1,0,1,0,"produk yang sangat favorit !!! bagus untuk digunakan plus tidak perlu repot-repot menambahkan bedak jika ingin keluar rumah karena warnanya sudah matte dengan kulit dan terasa seperti menggunakan alas bedak. ringan, tidak lengket dan nyaman digunakan karena kulit tidak berminyak sehingga menjadi super berminyak. membeli kembali? Pastinya ya. tapi harganya lumayan mahal huhu"
1544,0,0,1,0,"sudah habis 3 botol! dan masih ingin membeli kembali. karena benar-benar membersihkan make up, bahkan waterproof. juga melembabkan, karena tidak ada rasa kulit kencang atau bercak kering atau perih setelah digunakan"
4980,1,0,0,0,"Lulur ini murah, mudah didapat dan banyak isinya. setelah sekian lama saya gunakan selain itu juga efektif untuk mengangkat sel kulit mati pada kulit, lulurnya juga tidak terlalu keras dan menyakitkan menurut saya. ini juga memiliki efek melembabkan, terkadang agak sulit untuk dibilas."
1001,1,1,1,0,"Lipstik cair dengan harga terjangkau ini benar-benar berkualitas bagus. Kemasannya cantik, tapi sayangnya detail colourpop pada tube cepat hilang. dan ada beberapa barang yang bocor. Dalam solow saya sendiri, warnanya pink hangat lembut. sangat cocok untuk pakaian sehari-hari tidak terlalu pucat, tapi juga tidak neon. mudah diaplikasikan, berpigmen, tahan lama, tekstur halus dan tidak membuat bibir terlalu kering. baik diaplikasikan full swipe atau digosok tipis-tipis dengan jari, hasilnya bagus."
3639,0,0,-1,0,"Mencoba uji coba ukuran FTE selama sebulan, 2 minggu lebih awal. Saya sangat suka menggunakan ini. merasa wajah saya sehat dan kuat (ya rasanya seperti itu ?: p). namun setelah berjalan minggu ke-3 dan ke-4 mulai tampak merah di wajah dan bruntusan. jika Anda membaca di forum, itu karena proses pembersihan biasanya terjadi 28 hari. jadi saya terus berjalan sampai minggu ke 5 tidak ada perubahan, akhirnya saya berhenti."
3359,0,0,1,0,"Ini adalah custom serum yang sesuai dengan kebutuhan kulit kita, jadi sebelum membeli kita bisa melalui beberapa pertanyaan tentang jenis kulit kita, setelah itu hasilnya terlihat bahwa kulit kita cocok dengan serum yang akan digunakan, dan mereka memilih 3 serum untuk digabungkan. menjadi 1 botol. Jujur saja saya baru menggunakannya selama 1 bulan belakangan ini dan mengetahui hal ini dari kakak saya dan kulitnya super mengkilap dan sangat flawless. untuk diri saya sendiri saya merasa pori-pori saya mengecil dan kulit saya lebih halus dan tidak terlalu berminyak kalau mau jujur, garis-garis di wajah saya sudah berkurang banyak. Serum ini sungguh ajaib """
2387,0,0,-1,0,"Produk ini ok, saya tidak tahu apakah termasuk dalam kategori Bha Toner atau tidak. karena lengket seperti toner yang melembabkan, jadi saya tidak suka sedikit pun. pemakaiannya juga irit karena bisa dipakai sedikit untuk seluruh wajah. secara keseluruhan saya tidak berpikir itu untuk pembelian kembali."
