,review_text,review_text_pre,price,packaging,product,aroma
15,"Harganya sangat terjangkau dan bisa membersihkan riasan atau kotoran di wajah saya dengan cukup baik. Cuma sayang, aromanya sangat menyengat dan ada sensasi perih di wajah setelah dibersihkan pake produk ini :( terus juga bisa membakar mata kalau disiram tidak sengaja :(",harga sangat jangkau dan bisa bersih rias atau kotor di wajah saya dengan cukup baik cuma sayang aroma sangat sengat dan ada sensasi perih di wajah telah bersih pakai produk ini terus juga bisa bakar mata kalau siram tidak sengaja ,1,0,-1,-1
16,"produk ini merupakan salah satu produk yang dapat membuat saya jatuh cinta pada pemakaian pertama kali. karena tergolong serum, maka saya pakai setelah fte sk ii. walaupun mengandung alkohol, tapi menurut saya tidak membuat kulit kering sama sekali. menggunakan ini membuat kulit terasa lembab, kenyal, cerah dan paling saya senang karena tidak bikin purging. Ia juga memiliki kandungan oksigen yang berfungsi untuk mengaktifkan energi dan vitalitas sel.",produk ini rupa salah satu produk yang dapat buat saya jatuh cinta pada pakai pertama kali karena golong serum maka saya pakai telah fte sk ii walaupun kandung alkohol tapi turut saya tidak buat kulit kering sama sekali guna ini buat kulit rasa lembab kenyal cerah dan paling saya senang karena tidak buat purging ia juga milik kandung oksigen yang fungsi untuk aktif energi dan vitalitas sel ,0,0,1,0
17,"pada awalnya memakainya agak aneh karena terlalu melembabkan di kulit saya yang berminyak. tapi lama-lama saya suka saja karena kalau di timpa base / bedak mattifying akan jatuh oke. tidak membuat breakout juga. secara keseluruhan, tabir surya yang layak dan saya mungkin akan membeli kembali ini.",pada awal maka agak aneh karena terlalu melembabkan di kulit saya yang minyak tapi lama lama saya suka saja karena kalau di timpa base bedak mattifying akan jatuh ok tidak buat breakout juga cara seluruh tabir surya yang layak dan saya mungkin akan beli kembali ini ,0,0,1,0
18,"awalnya ragu menggunakan scrub karena takut membuat wajah menjadi kering. Saya mencobanya di counter clinique, ternyata tekstur scrubnya tidak terlalu kasar sehingga aman digunakan setiap hari. lembut di wajah, berhasil mengangkat kulit mati. tapi harganya lumayan mahal untuk lulur juga.",awal ragu guna scrub karena takut buat wajah jadi kering saya coba di counter clinique nyata tekstur scrubnya tidak terlalu kasar sehingga aman guna tiap hari lembut di wajah hasil angkat kulit mati tapi harga lumayan mahal untuk lulur juga ,-1,0,0,0
19,"beli sekitar sebulan yang lalu jujur ??pertama kali saya beli dan hanya dipakai sekitar empat kali, biasanya pagi hari sebelum mandi, pas keramas, keramas, setelah mandi kulitnya terasa kenyal banget dan halus dan halus !! sangat lezat!! Saya sudah mencoba sejauh ini, saya tidak mencoba untuk mencairkannya dan itu benar-benar tidak sopan, tetapi saya tetap menyukainya! baunya juga enak. Sejujurnya, menurut Anda, apakah produk ini benar-benar cocok untuk dibeli kembali? ya tapi mungkin suatu saat ya karena produknya masih banyak :))",beli sekitar bulan yang lalu jujur pertama kali saya beli dan hanya pakai sekitar empat kali biasa pagi hari belum mandi pas keramas keramas telah mandi kulit rasa kenyal banget dan halus dan halus sangat lezat saya sudah coba jauh ini saya tidak coba untuk cair dan itu benar benar tidak sopan tetapi saya tetap suka aroma juga enak jujur turut anda apakah produk ini benar benar cocok untuk beli kembali ya tapi mungkin suatu saat ya karena produk masih banyak ,0,0,1,1
20,"sariayu white aromatic all-in-one cleanser yang saya pilih karena; Pertama, saya sangat antusias dengan produk sariayu, mulai dari rangkaian perawatan dan make up; kedua, karena harganya murah banget jadi patut dicoba. Hasilnya bagus, meski kadar alkoholnya nampaknya cukup tinggi, kulit terasa segar setelah dipakai. Supaya tidak terasa kering, saya biasanya menggunakan toner dan night cream",sariayu white aromatic all in one cleanser yang saya pilih karena pertama saya sangat antusias dengan produk sariayu mulai dari rangkai awat dan make up dua karena harga murah banget jadi patut coba hasil bagus meski kadar alkohol dan aknya cukup tinggi kulit rasa segar telah pakai supaya tidak rasa kering saya biasa guna toner dan night cream,1,0,1,0
21,"sangat suka lipstik ini, saya sangat suka sehingga saya membawanya ke Beautycase. Teksturnya pas banget di bibir, tapi nggak membuatku berminyak. creamy n gag kering di bibirku. sangat efektif karena Anda tidak harus menggunakan lipbalm terlebih dahulu. jadi cocok untuk dibawa. kemasannya bagus dan harganya masih terjangkau",sangat suka lipstick ini saya sangat suka sehingga saya bawa ke beautycase tekstur pas banget di bibir tapi tidak buat minyak creamy dan tidak kering di bibir sangat efektif karena anda tidak harus guna lipbalm lebih dahulu jadi cocok untuk bawa kemas bagus dan harga masih jangkau,1,1,1,0
22,produk ini sangat praktis karena memiliki perlindungan mosituriser dan spf. kulit tidak kering karena mengandung pelembab. untuk efek pencerahannya menurut saya efeknya tidak terlalu signifikan. harga? mahal pastinya. tapi pasti akan membeli kembali.,produk ini sangat praktis karena milik lindung mosituriser dan spf kulit tidak kering karena kandung pelembab untuk efek cerah turut saya efek tidak terlalu signifikan harga mahal pasti tapi pasti akan beli kembali ,-1,0,1,0
23,"salah satu produk legendaris murah tapi hebat. salah satu toner yang dikategorikan oleh dokter kulit saya aman. Meskipun perubahan jangka panjang tidak terlalu signifikan (misalnya mencerahkan atau mengatasi jerawat), ini berfungsi dengan baik sebagai toner, kulit selalu segar dan sejuk setelah digunakan, dan pori-pori mengecil meskipun sementara. baunya juga segar dan harganya murah banget.",salah satu produk legendaris murah tapi hebat salah satu toner yang kategori oleh dokter kulit saya aman meski ubah jangka panjang tidak terlalu signifikan misal cerah atau atas jerawat ini fungsi dengan baik bagai toner kulit selalu segar dan sejuk telah guna dan pori pori kecil meski sementara aroma juga segar dan harga murah banget ,1,0,1,1
24,"Saya suka Missha Fte karena kulitnya cerah, kenyal dan lembab. Biasanya hanya menggunakan 2 tetes di telapak tangan dan dioleskan langsung di wajah. harus menunggu beberapa menit agar terserap dengan sempurna, soalnya agak lengket saat digunakan. sayangnya jika dosisnya lebih dari 2 tetes itu menjadi jerawatan pada saya.",saya suka missha fte karena kulit cerah kenyal dan lembab biasa hanya guna tetes di telapak tangan dan oles langsung di wajah harus tunggu beberapa menit agar serap dengan sempurna soal agak lengket saat guna sayang jika dosis lebih dari tetes itu jadi jerawat pada saya ,0,0,1,0
25,"Layar favorit, water based membuatnya kurang lengket, cepat menyerap, bisa digunakan di seluruh tubuh * tapi sayangnya * dan irit! serius. beli sebotol bisa dipakai 5 bulan sekali kalau cuma pakai muka. harganya murah!! Saya ingin botol ketiga.",layar favorit water based buat kurang lengket cepat serap bisa guna di seluruh tubuh tapi sayang dan irit serius beli botol bisa pakai bulan sekali kalau cuma pakai muka harga murah saya ingin botol tiga ,1,0,1,0
26,"Saya sangat bersyukur telah menemukan skin care yang tepat untuk kulit saya dan rata-rata brand laneige, salah satunya adalah white plus renewed original essence ... membuat wajah saya halus, lembut, dan cerah dari dulu sampai sekarang tidak. tidak membuat terobosan. .. minus harga lumayan mahal dan dikota saya tidak ada counternya, tapi akan terus repuchase ..",saya sangat syukur telah temu skin care yang tepat untuk kulit saya dan rata rata brand laneige salah satu adalah white plus renewed original essence buat wajah saya halus lembut dan cerah dari dulu s ai sekarang tidak tidak buat terobos minus harga lumayan mahal dan kota saya tidak ada counternya tapi akan terus repuchase ,-1,0,1,0
27,"Tabir surya Wardah ini bertekstur gel berwarna putih, lengket dan berminyak. Kombinasi ini membuat kulit saya lebih berminyak, kusam dan komedo. Tabir surya ini berbau gel lidah buaya yang cukup menyengat. Pada siang hari sunblock ini tidak bisa melindungi kulit saya yang sangat sensitif, masih menyebabkan perih dan kemerahan, make up cepat luntur. untuk produk ini saya tidak akan membelinya kembali.",tabir surya wardah ini tekstur gel warna putih lengket dan minyak kombinasi ini buat kulit saya lebih minyak kusam dan komedo tabir surya ini bau gel lidah buaya yang cukup sengat pada siang hari sunblock ini tidak bisa lindung kulit saya yang sangat sensitif masih sebab perih dan merah make up cepat luntur untuk produk ini saya tidak akan bel kembali ,0,0,-1,-1
28,"Pengharum ini enak dipakai, kalau pakai segar, segar. cocok untuk saya, tidak membuat jerawat atau menambah jerawat. tidak membuat kulit kering atau terasa menarik, bisa membersihkan sisa riasan secara menyeluruh. baunya juga enak. sangat murah dan mudah didapat",harum ini enak pakai kalau pakai segar segar cocok untuk saya tidak buat jerawat atau tambah jerawat tidak buat kulit kering atau rasa tarik bisa bersih sisa rias cara seluruh aroma juga enak sangat murah dan mudah dapat,1,0,1,1
29,krim bb buatan lokal yang merupakan percobaan pertama saya. (+) harganya lebih murah dibandingkan dengan bb cream buatan korea (+) teksturnya ringan untuk pemakaian sehari-hari (+) mudah didapat (-) tidak menutupi noda di wajah saya (-) tampang wajah saya lebih berminyak dengan produk ini (-) tidak ada spfnya (-) bertahan sampai 2 jam saja,krim bb buat lokal yang rupa coba pertama saya harga lebih murah banding dengan bb cream buat korea tekstur ringan untuk pakai hari hari mudah dapat tidak tutup noda di wajah saya t ang wajah saya lebih minyak dengan produk ini tidak ada spfnya tahan s ai jam saja,1,0,0,0
30,"toner terbaik yang pernah ada .. Saya sudah menggunakan beberapa macam perawatan kulit tapi pori-pori masih besar, setelah mencobanya di hari ketiga voila. !! Pori-pori saya mengecil, tidak membuat breakout dan tidak mengeringkan kulit saya meskipun saya tidak menggunakan toner pelembab setelahnya ... I love it",toner baik yang pernah ada saya sudah guna beberapa macam awat kulit tapi pori pori masih besar telah coba di hari tiga voila pori pori saya kecil tidak buat breakout dan tidak ering kulit saya meski saya tidak guna toner pelembab telah i love it,0,0,1,0
31,"belilah toner ini karena hanya viva toner yang tidak mengandung alkohol. harga murah banget cuma 5 ribu tapi cari yang greentea satu ini susah banget. Toner ini cocok banget buat saya, ternyata bisa mengurangi jerawat saya yang waktu itu banyak banget, ini toner viva favorit saya karena tidak mengandung alkohol jadi saya sangat menyukainya. Aromanya lumayan enak, harganya murah dan terlihat keras banget, Greentea ini selalu suka kemana-mana. tidak membuat breakout dan toner ini dapat mengurangi jerawat saya",bilah toner ini karena hanya viva toner yang tidak kandung alkohol harga murah banget cuma ribu tapi cari yang greentea satu ini susah banget toner ini cocok banget buat saya nyata bisa kurang jerawat saya yang waktu itu banyak banget ini toner viva favorit saya karena tidak kandung alkohol jadi saya sangat suka aroma lumayan enak harga murah dan lihat keras banget greentea ini selalu suka mana mana tidak buat breakout dan toner ini dapat kurang jerawat saya,1,0,1,1
32,"ini ulasan saya tentang bbc ini: + harga murah + mudah didapat + warna naungan no. 2 masuk ke kulit saya + tidak membuat breakout + ringan - cakupan kurang - cukup digunakan sebentar, wajah saya seperti kilang minyak - cepat luntur",ini ulas saya tentang bbc ini harga murah mudah dapat warna naung no masuk ke kulit saya tidak buat breakout ringan cakup kurang cukup guna sebentar wajah saya seperti kilang minyak cepat luntur,1,0,0,0
33,"tidak..itu tidak bekerja untuk saya atau ibu saya..saya memiliki bintik-bintik kecil kecil dan ibu saya memiliki bintik yang cukup besar ... satu botol belum berkurang atau pudar sama sekali di bintik-bintik .. saya menggunakan lebih banyak untuk mencerahkan dan memudarkan bintik-bintik kecil di pipi, tapi ternyata tidak ada perubahan sama sekali .. tapi saat digunakan sebagai pelembab cukup enak, karena tidak lengket juga tidak membuat jerawat muncul di kulit sensitifku.",tidak itu tidak kerja untuk saya atau ibu saya saya milik bintik bintik kecil kecil dan ibu saya milik bintik yang cukup besar satu botol belum kurang atau pudar sama sekali di bintik bintik saya guna lebih banyak untuk cerah dan pudar bintik bintik kecil di pipi tapi nyata tidak ada ubah sama sekali tapi saat guna bagai pelembab cukup enak karena tidak lengket juga tidak buat jerawat muncul di kulit sensitif ,0,0,-1,0
34,"Krim peeling pertama saya coba setelah mendapat rekomendasi dari seorang teman. ternyata benar benar bisa menghilangkan sel kulit mati, kotoran di permukaan kulit! Setelah digunakan, kulit wajah terasa lembut, bersih, dan teksturnya lebih halus. makin senang karena harganya super terjangkau dan mudah ditemukan dimana-mana. Alternatif banget kalo gak kupas di dokter atau klinik kecantikan hehe. tapi sekarang saya tidak pakai dulu karena jerawatan dan lecet, kata dokter kulit saya lebih tipis jadi untuk sementara berhenti mengelupas. mungkin nanti saat jerawat sudah sembuh, kulit akan kembali sehat dan ""tebal"", akan pakai lagi;)",krim peeling pertama saya coba telah dapat rekomendasi dari orang teman nyata benar benar bisa hilang sel kulit mati kotor di muka kulit telah guna kulit wajah rasa lembut bersih dan tekstur lebih halus makin senang karena harga super jangkau dan mudah temu mana mana a ernatif banget kalau tidak kupas di dokter atau klinik cantik hehe tapi sekarang saya tidak pakai dulu karena jerawat dan lecet kata dokter kulit saya lebih tipis jadi untuk sementara henti kelupas mungkin nanti saat jerawat sudah sembuh kulit akan kembali sehat dan tebal akan pakai lagi ,1,0,0,0
35,"Selama saya menggunakan body scrub, gambar ini enak banget ... baunya enak juga ... baunya tidak enak juga ... tidak membuat kulit saya kering dan terasa terangkat di semua tempat .. . :) sensasi setelah itu halus banget tapi mungkin tidak nyaman",lama saya guna body scrub gambar ini enak banget aroma enak juga aroma tidak enak juga tidak buat kulit saya kering dan rasa angkat di semua tempat sensasi telah itu halus banget tapi mungkin tidak nyaman,0,0,0,1
36,"selalu gunakan air mawar untuk campuran masker dari dulu sampai sekarang .. wanginya lembut banget, bikin kulit terasa segar .. inilah air mawar andalan jaman ibuku .. harganya murah dan mudah ditemukan dimana-mana",selalu guna air mawar untuk c uran masker dari dulu s ai sekarang wangi lembut banget buat kulit rasa segar ini air mawar andal jaman ibu harga murah dan mudah temu mana mana,1,0,1,1
37,"lulurnya halus dan nyaman digunakan, tidak menimbulkan rasa nyeri akibat goresan. tapi agak cepat mengering, jadi kesan awalnya kita merasa enak, agak berair beberapa detik kemudian, seperti kita ""mbolot"", tapi hasil akhirnya memuaskan, kulit mulus, kulit mati terangkat dan terasa bersih dan Tentu saja booookkk cerah.",lulur halus dan nyaman guna tidak timbul rasa nyeri akibat gores tapi agak cepat ering jadi kesan awal kita rasa enak agak air beberapa detik kemudian seperti kita mbolot tapi hasil akhir muas kulit mulus kulit mati angkat dan rasa bersih dan tentu saja booookkk cerah ,0,0,0,0
38,"Saya suka betapa saya suka menggunakan scrub ini, saya menggunakannya hampir setiap hari, hasilnya. kulitku jadi lembut, fleknya butuh waktu lama untuk hilang, dan jarang jadi jerawatan, efeknya lembut tapi bersih, puas banget pakai scrub ini dan aman dipakai setiap hari ... \ u00a0",saya suka betapa saya suka guna scrub ini saya guna h ir tiap hari hasil kulit jadi lembut fleknya butuh waktu lama untuk hilang dan jarang jadi jerawat efek lembut tapi bersih puas banget pakai scrub ini dan aman pakai tiap hari u a ,0,0,1,0
39,"Awalnya saya berjerawat parah, kurang lebih 1 bulan saya purging ... sampai di anjurkan teman saya, saya berhenti sking aja, saya lihat muka saya ... tapi saya tetap sabar karena saya baca review yang dulu kebanyakan saya alami membersihkan sebelum melihat hasilnya ... dan smpe Sudah sekitar 4 bulan sejak saya menggunakan wajah saya. Saya jauh lebih baik. Jerawat sudah kabur, hanya bekas luka yang tersisa .. kulit terasa kenyal, dan lebih cerah .. bagi saya, saya harus membeli kembali Fte.",awal saya jerawat parah kurang lebih bulan saya purging s ai di anjur teman saya saya henti sking saja saya lihat muka saya tapi saya tetap sabar karena saya baca review yang dulu banyak saya alami bersih belum lihat hasil dan smpe sudah sekitar bulan sejak saya guna wajah saya saya jauh lebih baik jerawat sudah kabur hanya bekas luka yang sisa kulit rasa kenyal dan lebih cerah bagi saya saya harus beli kembali fte ,0,0,1,0
40,jago banget untuk menghilangkan kotoran (bakiak) dan kulit mati .. aromanya juga enak .. harganya terjangkau jadi tidak aman dipakai banyak .. sayangnya kemasannya kurang menarik dan di saya efek pemutihnya tidak terasa .,jago banget untuk hilang kotor bakiak dan kulit mati aroma juga enak harga jangkau jadi tidak aman pakai banyak sayang kemas kurang tarik dan di saya efek mutih tidak rasa ,1,-1,0,1
