,review_text,review_text_pre,price,packaging,product,aroma
11,"Serum ini lebih dikenal dengan CCDSS yang merupakan singkatan dari long bangets. Saya sangat suka menggunakan serum ini tapi biasanya tidak menggunakannya di seluruh alias seluruh wajah, hanya di bagian tertentu saja yang nampak muncul flek hitam atau di area yang sudah berjerawat untuk menyamarkan warnanya agar tidak menjadi titik gelap. Teksturnya cair tapi agak kental, mudah diaplikasikan dan meresap ke dalam kulit. Biasanya wajah terlihat sedikit lebih cerah setelah lama pemakaian, namun untuk flek hitam atau menghilangkan bekas jerawat yang sudah menghitam butuh waktu agak lama, namun untuk bekas jerawat yang baru muncul saat dipakai langsung secara rutin bisa menyamarkan dan hilang. tanpa jejak. jadi sebaiknya gunakan serum ini segera setelah jerawat mengempis agar tidak menimbulkan bekas luka yang mengganggu nantinya.",serum ini lebih dikenal dengan ccdss yang merupakan singkatan dari long bangets saya sangat suka menggunakan serum ini tapi biasanya tidak menggunakannya di seluruh alias seluruh wajah hanya di bagian tertentu saja yang dan saya muncul flek hitam atau di area yang sudah berjerawat untuk menyamarkan warnanya agar tidak menjadi titik gelap teksturnya cair tapi agak kental mudah diaplikasikan dan meresap ke dalam kulit biasanya wajah terlihat sedikit lebih cerah setelah lama pemakaian namun untuk flek hitam atau menghilangkan bekas jerawat yang sudah menghitam butuh waktu agak lama namun untuk bekas jerawat yang baru muncul saat dipakai langsung secara rutin bisa menyamarkan dan hilang tanpa jejak jadi sebaiknya gunakan serum ini segera setelah jerawat mengempis agar tidak menimbulkan bekas luka yang mengganggu nantinya ,0,0,1,0
12,"harga mulai dari USD 27 sebenarnya karena ada beberapa ukuran. produk perawatan kulit terbaik yang pernah saya coba. Kondisi kulit saya telah meningkat pesat sejak memasukkan lotion p50 ini ke dalam ritual perawatan kulit harian saya. kulit saya jauh lebih cerah, bercahaya, dan rasanya semua kulit mati saya terangkat dengan baik setiap kali saya menggunakan produk ini. mengandung asam laktat dan gliserin. awalnya agak kaget dengan baunya dan saat pertama menggunakannya, terasa perih. tapi hanya 1-2 hari, setelah itu normal. Kadang sakitnya masih ada tergantung kondisi kulit, tapi sakitnya menyenangkan :) Saya pakai ini hanya malam hari, setelah double cleanse sebagai toner pertama. setelah ini kalau mau pakai serum tanpa 2nd toner (hydrating) oke lah. sudah membeli botol ke-2. dan saya merasa seperti saya tidak akan pernah bisa menghilangkan lotion p50 ini di lini perawatan kulit saya.",harga mulai dari usd sebenarnya karena ada beberapa ukuran produk perawatan kulit terbaik yang pernah saya coba kondisi kulit saya telah meningkat pesat sejak memasukkan lotion p ini ke dalam ritual perawatan kulit harian saya kulit saya jauh lebih cerah bercahaya dan rasanya semua kulit mati saya terangkat dengan baik setiap kali saya menggunakan produk ini mengandung asam laktat dan gliserin awalnya agak kaget dengan aromanya dan saat pertama menggunakannya rasanya perih tapi hanya hari setelah itu normal kadang sakitnya masih ada tergantung kondisi kulit tapi sakitnya menyenangkan saya pakai ini hanya malam hari setelah double cleanse sebagai toner pertama setelah ini kalau mau pakai serum tanpa nd toner hydrating ok lah sudah membeli botol ke dan saya merasa seperti saya tidak akan pernah bisa menghilangkan lotion p ini di lini perawatan kulit saya ,-1,0,1,0
13,"sekitar 6 bulan yang lalu saya mulai menggunakan fte ini karena saya membaca reviewnya, yang sangat bagus, pertama kali saya menggunakan produk ini, untungnya saya tidak mengalami purging, dan setelah beberapa bulan menggunakan Fte kulit wajah saya terasa sangat berbeda , \ u00a0 kulit wajah saya yang cenderung \ u00a0 u00a0, kusam dan rawan jerawat terasa lebih lembab tapi tidak berminyak, tampak bercahaya meski tidak tidur, dan tentunya tidak perlu berkali-kali touch up karena efeknya mencerahkan dan membuat kulit kusam. , karena botolnya terbuat dari kaca, jadi agak berat jika harus dibawa bepergian.",sekitar bulan yang lalu saya mulai menggunakan fte ini karena saya membaca reviewnya yang sangat bagus pertama kali saya menggunakan produk ini untungnya saya tidak mengalami purging dan setelah beberapa bulan menggunakan fte kulit wajah saya rasanya sangat berbeda u a kulit wajah saya yang cenderung u a u a kusam dan rawan jerawat rasanya lebih lembab tapi tidak berminyak t saya bercahaya meski tidak tidur dan tentunya tidak perlu berkali kali touch up karena efeknya mencerahkan dan membuat kulit kusam karena botolnya terbuat dari kaca jadi agak berat jika harus dibawa bepergian ,0,0,1,0
14,"pada saat itu caper ukuran mini berasal dari astalift. untuk mencegah penuaan dini, jadi saya pakai saja di sekitar leher. melembabkan banget kuli dan teksturnya kayak jelly haha. setelah dioleskan, tidak butuh waktu lama untuk kembali mendatar. Teksturnya ringan dan tidak terasa lengket di kulit.",pada saat itu caper ukuran mini berasal dari astalift untuk mencegah penuaan dini jadi saya pakai saja di sekitar leher melembabkan banget kuli dan teksturnya seperti jelly haha setelah dioleskan tidak butuh waktu lama untuk kembali mendatar teksturnya ringan dan tidak rasanya lengket di kulit ,0,0,1,0
15,"Harganya sangat terjangkau dan bisa membersihkan riasan atau kotoran di wajah saya dengan cukup baik. Cuma sayang, aromanya sangat menyengat dan ada sensasi perih di wajah setelah dibersihkan pake produk ini :( terus juga bisa membakar mata kalau disiram tidak sengaja :(",harganya sangat terjangkau dan bisa membersihkan riasan atau kotoran di wajah saya dengan cukup baik cuma sayang aromanya sangat menyengat dan ada sensasi perih di wajah setelah dibersihkan pakai produk ini terus juga bisa membakar mata kalau disiram tidak sengaja ,1,0,-1,-1
16,"produk ini merupakan salah satu produk yang dapat membuat saya jatuh cinta pada pemakaian pertama kali. karena tergolong serum, maka saya pakai setelah fte sk ii. walaupun mengandung alkohol, tapi menurut saya tidak membuat kulit kering sama sekali. menggunakan ini membuat kulit terasa lembab, kenyal, cerah dan paling saya senang karena tidak bikin purging. Ia juga memiliki kandungan oksigen yang berfungsi untuk mengaktifkan energi dan vitalitas sel.",produk ini merupakan salah satu produk yang dapat membuat saya jatuh cinta pada pemakaian pertama kali karena tergolong serum maka saya pakai setelah fte sk ii walaupun mengandung alkohol tapi menurut saya tidak membuat kulit kering sama sekali menggunakan ini membuat kulit rasanya lembab kenyal cerah dan paling saya senang karena tidak membuat purging ia juga memiliki kandungan oksigen yang berfungsi untuk mengaktifkan energi dan vitalitas sel ,0,0,1,0
17,"pada awalnya memakainya agak aneh karena terlalu melembabkan di kulit saya yang berminyak. tapi lama-lama saya suka saja karena kalau di timpa base / bedak mattifying akan jatuh oke. tidak membuat breakout juga. secara keseluruhan, tabir surya yang layak dan saya mungkin akan membeli kembali ini.",pada awalnya memakainya agak aneh karena terlalu melembabkan di kulit saya yang berminyak tapi lama lama saya suka saja karena kalau di timpa base bedak mattifying akan jatuh ok tidak membuat breakout juga secara keseluruhan tabir surya yang layak dan saya mungkin akan membeli kembali ini ,0,0,1,0
18,"awalnya ragu menggunakan scrub karena takut membuat wajah menjadi kering. Saya mencobanya di counter clinique, ternyata tekstur scrubnya tidak terlalu kasar sehingga aman digunakan setiap hari. lembut di wajah, berhasil mengangkat kulit mati. tapi harganya lumayan mahal untuk lulur juga.",awalnya ragu menggunakan scrub karena takut membuat wajah menjadi kering saya mencobanya di counter clinique ternyata tekstur scrubnya tidak terlalu kasar sehingga aman digunakan setiap hari lembut di wajah berhasil mengangkat kulit mati tapi harganya lumayan mahal untuk lulur juga ,-1,0,0,0
19,"beli sekitar sebulan yang lalu jujur ??pertama kali saya beli dan hanya dipakai sekitar empat kali, biasanya pagi hari sebelum mandi, pas keramas, keramas, setelah mandi kulitnya terasa kenyal banget dan halus dan halus !! sangat lezat!! Saya sudah mencoba sejauh ini, saya tidak mencoba untuk mencairkannya dan itu benar-benar tidak sopan, tetapi saya tetap menyukainya! baunya juga enak. Sejujurnya, menurut Anda, apakah produk ini benar-benar cocok untuk dibeli kembali? ya tapi mungkin suatu saat ya karena produknya masih banyak :))",beli sekitar sebulan yang lalu jujur pertama kali saya beli dan hanya dipakai sekitar empat kali biasanya pagi hari sebelum mandi pas keramas keramas setelah mandi kulitnya rasanya kenyal banget dan halus dan halus sangat lezat saya sudah mencoba sejauh ini saya tidak mencoba untuk mencairkannya dan itu benar benar tidak sopan tetapi saya tetap menyukainya aromanya juga enak sejujurnya menurut anda apakah produk ini benar benar cocok untuk dibeli kembali ya tapi mungkin suatu saat ya karena produknya masih banyak ,0,0,1,1
20,"sariayu white aromatic all-in-one cleanser yang saya pilih karena; Pertama, saya sangat antusias dengan produk sariayu, mulai dari rangkaian perawatan dan make up; kedua, karena harganya murah banget jadi patut dicoba. Hasilnya bagus, meski kadar alkoholnya nampaknya cukup tinggi, kulit terasa segar setelah dipakai. Supaya tidak terasa kering, saya biasanya menggunakan toner dan night cream",sariayu white aromatic all in one cleanser yang saya pilih karena pertama saya sangat antusias dengan produk sariayu mulai dari rangkaian perawatan dan make up kedua karena harganya murah banget jadi patut dicoba hasilnya bagus meski kadar alkoholnya dan aknya cukup tinggi kulit rasanya segar setelah dipakai supaya tidak rasanya kering saya biasanya menggunakan toner dan night cream,1,0,1,0
21,"sangat suka lipstik ini, saya sangat suka sehingga saya membawanya ke Beautycase. Teksturnya pas banget di bibir, tapi nggak membuatku berminyak. creamy n gag kering di bibirku. sangat efektif karena Anda tidak harus menggunakan lipbalm terlebih dahulu. jadi cocok untuk dibawa. kemasannya bagus dan harganya masih terjangkau",sangat suka lipstick ini saya sangat suka sehingga saya membawanya ke beautycase teksturnya pas banget di bibir tapi tidak membuatku berminyak creamy dan tidak kering di bibirku sangat efektif karena anda tidak harus menggunakan lipbalm terlebih dahulu jadi cocok untuk dibawa kemasannya bagus dan harganya masih terjangkau,1,1,1,0
22,produk ini sangat praktis karena memiliki perlindungan mosituriser dan spf. kulit tidak kering karena mengandung pelembab. untuk efek pencerahannya menurut saya efeknya tidak terlalu signifikan. harga? mahal pastinya. tapi pasti akan membeli kembali.,produk ini sangat praktis karena memiliki perlindungan mosituriser dan spf kulit tidak kering karena mengandung pelembab untuk efek pencerahannya menurut saya efeknya tidak terlalu signifikan harga mahal pastinya tapi pasti akan membeli kembali ,-1,0,1,0
23,"salah satu produk legendaris murah tapi hebat. salah satu toner yang dikategorikan oleh dokter kulit saya aman. Meskipun perubahan jangka panjang tidak terlalu signifikan (misalnya mencerahkan atau mengatasi jerawat), ini berfungsi dengan baik sebagai toner, kulit selalu segar dan sejuk setelah digunakan, dan pori-pori mengecil meskipun sementara. baunya juga segar dan harganya murah banget.",salah satu produk legendaris murah tapi hebat salah satu toner yang dikategorikan oleh dokter kulit saya aman meskipun perubahan jangka panjang tidak terlalu signifikan misalnya mencerahkan atau mengatasi jerawat ini berfungsi dengan baik sebagai toner kulit selalu segar dan sejuk setelah digunakan dan pori pori mengecil meskipun sementara aromanya juga segar dan harganya murah banget ,1,0,1,1
24,"Saya suka Missha Fte karena kulitnya cerah, kenyal dan lembab. Biasanya hanya menggunakan 2 tetes di telapak tangan dan dioleskan langsung di wajah. harus menunggu beberapa menit agar terserap dengan sempurna, soalnya agak lengket saat digunakan. sayangnya jika dosisnya lebih dari 2 tetes itu menjadi jerawatan pada saya.",saya suka missha fte karena kulitnya cerah kenyal dan lembab biasanya hanya menggunakan tetes di telapak tangan dan dioleskan langsung di wajah harus menunggu beberapa menit agar terserap dengan sempurna soalnya agak lengket saat digunakan sayangnya jika dosisnya lebih dari tetes itu menjadi jerawatan pada saya ,0,0,1,0
25,"Layar favorit, water based membuatnya kurang lengket, cepat menyerap, bisa digunakan di seluruh tubuh * tapi sayangnya * dan irit! serius. beli sebotol bisa dipakai 5 bulan sekali kalau cuma pakai muka. harganya murah!! Saya ingin botol ketiga.",layar favorit water based membuatnya kurang lengket cepat menyerap bisa digunakan di seluruh tubuh tapi sayangnya dan irit serius beli sebotol bisa dipakai bulan sekali kalau cuma pakai muka harganya murah saya ingin botol ketiga ,1,0,1,0
26,"Saya sangat bersyukur telah menemukan skin care yang tepat untuk kulit saya dan rata-rata brand laneige, salah satunya adalah white plus renewed original essence ... membuat wajah saya halus, lembut, dan cerah dari dulu sampai sekarang tidak. tidak membuat terobosan. .. minus harga lumayan mahal dan dikota saya tidak ada counternya, tapi akan terus repuchase ..",saya sangat bersyukur telah menemukan skin care yang tepat untuk kulit saya dan rata rata brand laneige salah satunya adalah white plus renewed original essence membuat wajah saya halus lembut dan cerah dari dulu s ai sekarang tidak tidak membuat terobosan minus harga lumayan mahal dan dikota saya tidak ada counternya tapi akan terus repuchase ,-1,0,1,0
27,"Tabir surya Wardah ini bertekstur gel berwarna putih, lengket dan berminyak. Kombinasi ini membuat kulit saya lebih berminyak, kusam dan komedo. Tabir surya ini berbau gel lidah buaya yang cukup menyengat. Pada siang hari sunblock ini tidak bisa melindungi kulit saya yang sangat sensitif, masih menyebabkan perih dan kemerahan, make up cepat luntur. untuk produk ini saya tidak akan membelinya kembali.",tabir surya wardah ini bertekstur gel berwarna putih lengket dan berminyak kombinasi ini membuat kulit saya lebih berminyak kusam dan komedo tabir surya ini berbau gel lidah buaya yang cukup menyengat pada siang hari sunblock ini tidak bisa melindungi kulit saya yang sangat sensitif masih menyebabkan perih dan kemerahan make up cepat luntur untuk produk ini saya tidak akan membelinya kembali ,0,0,-1,-1
28,"Pengharum ini enak dipakai, kalau pakai segar, segar. cocok untuk saya, tidak membuat jerawat atau menambah jerawat. tidak membuat kulit kering atau terasa menarik, bisa membersihkan sisa riasan secara menyeluruh. baunya juga enak. sangat murah dan mudah didapat",pengharum ini enak dipakai kalau pakai segar segar cocok untuk saya tidak membuat jerawat atau menambah jerawat tidak membuat kulit kering atau rasanya menarik bisa membersihkan sisa riasan secara menyeluruh aromanya juga enak sangat murah dan mudah didapat,1,0,1,1
29,krim bb buatan lokal yang merupakan percobaan pertama saya. (+) harganya lebih murah dibandingkan dengan bb cream buatan korea (+) teksturnya ringan untuk pemakaian sehari-hari (+) mudah didapat (-) tidak menutupi noda di wajah saya (-) tampang wajah saya lebih berminyak dengan produk ini (-) tidak ada spfnya (-) bertahan sampai 2 jam saja,krim bb buatan lokal yang merupakan percobaan pertama saya harganya lebih murah dibandingkan dengan bb cream buatan korea teksturnya ringan untuk pemakaian sehari hari mudah didapat tidak menutupi noda di wajah saya t ang wajah saya lebih berminyak dengan produk ini tidak ada spfnya bertahan s ai jam saja,1,0,0,0
30,"toner terbaik yang pernah ada .. Saya sudah menggunakan beberapa macam perawatan kulit tapi pori-pori masih besar, setelah mencobanya di hari ketiga voila. !! Pori-pori saya mengecil, tidak membuat breakout dan tidak mengeringkan kulit saya meskipun saya tidak menggunakan toner pelembab setelahnya ... I love it",toner terbaik yang pernah ada saya sudah menggunakan beberapa macam perawatan kulit tapi pori pori masih besar setelah mencobanya di hari ketiga voila pori pori saya mengecil tidak membuat breakout dan tidak mengeringkan kulit saya meskipun saya tidak menggunakan toner pelembab setelahnya i love it,0,0,1,0
31,"belilah toner ini karena hanya viva toner yang tidak mengandung alkohol. harga murah banget cuma 5 ribu tapi cari yang greentea satu ini susah banget. Toner ini cocok banget buat saya, ternyata bisa mengurangi jerawat saya yang waktu itu banyak banget, ini toner viva favorit saya karena tidak mengandung alkohol jadi saya sangat menyukainya. Aromanya lumayan enak, harganya murah dan terlihat keras banget, Greentea ini selalu suka kemana-mana. tidak membuat breakout dan toner ini dapat mengurangi jerawat saya",belilah toner ini karena hanya viva toner yang tidak mengandung alkohol harga murah banget cuma ribu tapi cari yang greentea satu ini susah banget toner ini cocok banget buat saya ternyata bisa mengurangi jerawat saya yang waktu itu banyak banget ini toner viva favorit saya karena tidak mengandung alkohol jadi saya sangat menyukainya aromanya lumayan enak harganya murah dan terlihat keras banget greentea ini selalu suka kemana mana tidak membuat breakout dan toner ini dapat mengurangi jerawat saya,1,0,1,1
32,"ini ulasan saya tentang bbc ini: + harga murah + mudah didapat + warna naungan no. 2 masuk ke kulit saya + tidak membuat breakout + ringan - cakupan kurang - cukup digunakan sebentar, wajah saya seperti kilang minyak - cepat luntur",ini ulasan saya tentang bbc ini harga murah mudah didapat warna naungan no masuk ke kulit saya tidak membuat breakout ringan cakupan kurang cukup digunakan sebentar wajah saya seperti kilang minyak cepat luntur,1,0,0,0
33,"tidak..itu tidak bekerja untuk saya atau ibu saya..saya memiliki bintik-bintik kecil kecil dan ibu saya memiliki bintik yang cukup besar ... satu botol belum berkurang atau pudar sama sekali di bintik-bintik .. saya menggunakan lebih banyak untuk mencerahkan dan memudarkan bintik-bintik kecil di pipi, tapi ternyata tidak ada perubahan sama sekali .. tapi saat digunakan sebagai pelembab cukup enak, karena tidak lengket juga tidak membuat jerawat muncul di kulit sensitifku.",tidak itu tidak bekerja untuk saya atau ibu saya saya memiliki bintik bintik kecil kecil dan ibu saya memiliki bintik yang cukup besar satu botol belum berkurang atau pudar sama sekali di bintik bintik saya menggunakan lebih banyak untuk mencerahkan dan memudarkan bintik bintik kecil di pipi tapi ternyata tidak ada perubahan sama sekali tapi saat digunakan sebagai pelembab cukup enak karena tidak lengket juga tidak membuat jerawat muncul di kulit sensitifku ,0,0,-1,0
34,"Krim peeling pertama saya coba setelah mendapat rekomendasi dari seorang teman. ternyata benar benar bisa menghilangkan sel kulit mati, kotoran di permukaan kulit! Setelah digunakan, kulit wajah terasa lembut, bersih, dan teksturnya lebih halus. makin senang karena harganya super terjangkau dan mudah ditemukan dimana-mana. Alternatif banget kalo gak kupas di dokter atau klinik kecantikan hehe. tapi sekarang saya tidak pakai dulu karena jerawatan dan lecet, kata dokter kulit saya lebih tipis jadi untuk sementara berhenti mengelupas. mungkin nanti saat jerawat sudah sembuh, kulit akan kembali sehat dan ""tebal"", akan pakai lagi;)",krim peeling pertama saya coba setelah mendapat rekomendasi dari seorang teman ternyata benar benar bisa menghilangkan sel kulit mati kotoran di permukaan kulit setelah digunakan kulit wajah rasanya lembut bersih dan teksturnya lebih halus makin senang karena harganya super terjangkau dan mudah ditemukan dimana mana a ernatif banget kalau tidak kupas di dokter atau klinik kecantikan hehe tapi sekarang saya tidak pakai dulu karena jerawatan dan lecet kata dokter kulit saya lebih tipis jadi untuk sementara berhenti mengelupas mungkin nanti saat jerawat sudah sembuh kulit akan kembali sehat dan tebal akan pakai lagi ,1,0,0,0
35,"Selama saya menggunakan body scrub, gambar ini enak banget ... baunya enak juga ... baunya tidak enak juga ... tidak membuat kulit saya kering dan terasa terangkat di semua tempat .. . :) sensasi setelah itu halus banget tapi mungkin tidak nyaman",selama saya menggunakan body scrub gambar ini enak banget aromanya enak juga aromanya tidak enak juga tidak membuat kulit saya kering dan rasanya terangkat di semua tempat sensasi setelah itu halus banget tapi mungkin tidak nyaman,0,0,0,1
36,"selalu gunakan air mawar untuk campuran masker dari dulu sampai sekarang .. wanginya lembut banget, bikin kulit terasa segar .. inilah air mawar andalan jaman ibuku .. harganya murah dan mudah ditemukan dimana-mana",selalu gunakan air mawar untuk c uran masker dari dulu s ai sekarang wanginya lembut banget membuat kulit rasanya segar inilah air mawar andalan jaman ibuku harganya murah dan mudah ditemukan dimana mana,1,0,1,1
37,"lulurnya halus dan nyaman digunakan, tidak menimbulkan rasa nyeri akibat goresan. tapi agak cepat mengering, jadi kesan awalnya kita merasa enak, agak berair beberapa detik kemudian, seperti kita ""mbolot"", tapi hasil akhirnya memuaskan, kulit mulus, kulit mati terangkat dan terasa bersih dan Tentu saja booookkk cerah.",lulurnya halus dan nyaman digunakan tidak menimbulkan rasa nyeri akibat goresan tapi agak cepat mengering jadi kesan awalnya kita merasa enak agak berair beberapa detik kemudian seperti kita mbolot tapi hasil akhirnya memuaskan kulit mulus kulit mati terangkat dan rasanya bersih dan tentu saja booookkk cerah ,0,0,0,0
